Salary,SalaryBin,Age,Gender,Designation,Tenure,JobCity,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
150000.0,< 250k,24,male,software engineer,0,mumbai,65.0,cbse,2009,64.0,cbse,2,B.Tech/B.E.,CS,79.0,0,Uttarakhand,2013,465,545,385,0.4508765845,395.0,,,-1.0355,-0.9033,-1.0334,1.5899,-0.7615
335000.0,250k - 500k,25,male,software engineer,1,chennai,73.8,cbse,2008,60.8,cbse,2,B.Tech/B.E.,CS,85.3,0,Chhattisgarh,2013,630,580,665,0.744758354,615.0,,438.0,0.2718,0.7119,0.3174,-0.8682,0.0973
200000.0,< 250k,22,male,software engineer,1,bangalore,78.0,state,2009,73.0,state,2,B.Tech/B.E.,CS,75.6,0,Punjab,2014,510,560,605,0.9303706072,565.0,,,-0.0154,0.7119,1.0859,-0.3612,1.0554
460000.0,250k - 500k,26,male,data scientist,2,gurgaon,86.6,cbse,2006,66.6,cbse,2,B.Tech/B.E.,CS,68.54,0,Uttar Pradesh,2011,605,645,590,0.6707431514,455.0,,,-0.159,-1.1196,-1.0659,-0.3612,-0.0943
350000.0,250k - 500k,25,female,software engineer,3,mumbai,79.8,cbse,2008,62.0,cbse,2,B.Tech/B.E.,CS,63.9,1,Karnataka,2012,625,505,445,0.3775514194,375.0,,,0.8192,0.9688,-1.2511,-0.2902,0.5024
115000.0,< 250k,26,female,other,1,hyderabad,50.6,cbse,2008,82.8,state,2,B.Tech/B.E.,CS,69.16,1,Telangana,2012,385,355,345,0.3423148999,365.0,,,-0.4173,0.1888,-0.1988,0.88483,-0.1295
430000.0,250k - 500k,24,male,software engineer,2,bangalore,83.0,state,2008,96.2,state,2,B.Tech/B.E.,EC,74.26,0,Andhra Pradesh,2012,505,415,535,0.8246664007,,400.0,,0.8192,0.9688,0.0552,-0.5253,0.8183
290000.0,250k - 500k,25,male,systems engineer,0,kolkata,76.8,state,2009,83.6,state,2,B.Tech/B.E.,CS,84.8,1,West Bengal,2013,665,570,690,0.8422483223,395.0,,469.0,-1.0208,-0.7866,-1.2196,0.2727,-0.8608
410000.0,250k - 500k,23,female,support,1,hyderabad,90.0,state,2009,96.0,state,2,B.Tech/B.E.,CS,74.39,0,Andhra Pradesh,2013,555,495,590,0.6707431514,455.0,,,-0.4463,0.0459,-0.4511,0.0192,-0.4776
325000.0,250k - 500k,26,male,software engineer,3,bangalore,87.0,state,2007,78.0,state,2,B.Tech/B.E.,EC,68.0,1,Karnataka,2011,435,385,365,0.3760595867,335.0,300.0,,-0.7264,0.3448,1.1074,-1.1128,0.1864
395000.0,250k - 500k,24,female,project manager,3,chennai,93.0,state,2008,97.0,state,2,B.Tech/B.E.,EC,80.5,0,Andhra Pradesh,2012,585,655,735,0.538386893,455.0,333.0,,-0.881,1.1248,-2.9565,-0.78967,-1.2354
125000.0,< 250k,23,female,support,1,bangalore,84.0,state,2010,71.0,state,2,B.Tech/B.E.,CS,64.0,0,Madhya Pradesh,2014,475,470,415,0.6493897148,,,,0.2718,-0.2871,0.6248,2.301,-0.6692
200000.0,< 250k,22,male,software engineer,0,noida,81.0,cbse,2010,74.0,cbse,2,B.Tech/B.E.,EC,76.0,0,Punjab,2014,510,605,680,0.3387863472,485.0,292.0,,0.99,-0.4536,0.6248,-1.7556,0.6721
160000.0,< 250k,22,female,data scientist,1,noida,75.6,cbse,2010,83.2,cbse,2,B.Tech/B.E.,CS,71.1,0,Uttar Pradesh,2014,475,460,530,0.744758354,405.0,,438.0,1.2772,1.5444,1.8543,1.0333,1.247
430000.0,250k - 500k,26,female,software engineer,3,noida,82.0,cbse,2007,73.0,cbse,2,B.Tech/B.E.,EL,63.0,0,Uttarakhand,2011,485,355,555,0.6493897148,,,,0.0464,-0.2793,-0.344,-0.1727,-0.4455
450000.0,250k - 500k,28,female,software engineer,3,noida,87.4,cbse,2005,83.0,cbse,1,B.Tech/B.E.,other,71.0,0,Madhya Pradesh,2011,645,485,544,0.6493897148,355.0,,,0.51,0.5008,0.672,0.0623,0.6603
390000.0,250k - 500k,24,male,systems engineer,2,bangalore,90.8,cbse,2009,82.2,cbse,2,B.Tech/B.E.,ME,75.0,0,Haryana,2013,580,545,530,0.7553751209,,,,0.1282,0.5454,1.547,-0.7415,0.4805
145000.0,< 250k,25,male,quality assurance,1,gurgaon,55.0,state,2008,74.0,state,2,MCA,CS,81.0,0,Punjab,2014,385,395,295,0.3565364877,395.0,,346.0,1.2772,1.2114,0.9322,-0.6147,1.247
320000.0,250k - 500k,24,male,software engineer,1,mumbai,90.8,icse,2009,84.8,icse,2,B.Tech/B.E.,EC,67.87,0,Maharashtra,2013,545,565,525,0.6493897148,525.0,,,0.99,1.0449,0.3174,-0.6147,0.4805
200000.0,< 250k,25,male,data scientist,1,gurgaon,71.0,state,2008,58.0,state,2,B.Tech/B.E.,EC,58.0,0,Uttarakhand,2012,505,545,485,0.3760595867,,300.0,,0.2009,1.4368,0.5269,-0.7603,0.8973
275000.0,250k - 500k,26,female,software engineer,1,noida,62.0,state,2007,70.0,state,2,B.Tech/B.E.,CS,74.0,0,Madhya Pradesh,2012,335,425,455,0.9014895714,545.0,,,0.5591,-0.2871,0.1637,0.5262,-0.0943
650000.0,500k - 1M,25,male,systems engineer,4,hyderabad,79.8,state,2007,90.7,state,2,B.Tech/B.E.,CS,68.47,0,Andhra Pradesh,2011,435,335,405,0.143256541,295.0,300.0,,0.3555,-0.1232,0.0914,0.7673,-0.7615
180000.0,< 250k,27,male,quality assurance,1,bangalore,80.4,state,2006,75.6,state,2,M.Tech./M.E.,CS,71.0,1,Karnataka,2013,465,455,620,0.04099931036,,,223.0,1.4208,0.3789,0.1637,-0.4879,1.4386
215000.0,< 250k,24,male,data scientist,1,other,80.13,state,2008,69.17,state,2,B.Tech/B.E.,CS,60.34,0,Maharashtra,2012,590,440,385,0.9967444869,475.0,,623.0,-0.5899,-0.6201,0.4711,-0.3612,-0.2859
415000.0,250k - 500k,24,male,systems engineer,2,other,81.67,state,2008,69.0,state,2,B.Tech/B.E.,EC,89.2,0,Orissa,2012,455,655,595,0.538386893,,333.0,,-0.4173,0.6568,0.5269,0.8848,-0.1295
450000.0,250k - 500k,26,male,systems engineer,3,pune,83.2,state,2007,80.33,state,2,B.Tech/B.E.,CS,63.0,0,Maharashtra,2011,615,595,565,0.6707431514,455.0,,,-1.4992,0.0328,-0.1988,0.1798,0.0284
400000.0,250k - 500k,23,male,software engineer,0,noida,94.0,cbse,2010,84.4,cbse,1,B.Tech/B.E.,CS,77.5,0,Punjab,2014,640,610,590,0.9988761081,615.0,,653.0,0.2718,0.5454,-0.4511,-1.3753,0.0973
305000.0,250k - 500k,25,male,software engineer,1,bangalore,83.0,state,2008,73.0,state,2,B.Tech/B.E.,CS,61.85,0,Maharashtra,2012,545,580,500,0.9113952784,435.0,,500.0,0.1282,0.7119,0.7785,-0.7415,-0.0943
110000.0,< 250k,23,male,software engineer,1,hyderabad,70.0,icse,2008,61.0,icse,2,B.Tech/B.E.,CS,67.6,0,Punjab,2012,605,580,655,0.3565364877,,,346.0,1.5644,0.8784,1.2396,-2.643,0.0973
300000.0,250k - 500k,24,male,engineer(other),3,other,79.6,state,2009,79.04,state,2,B.Tech/B.E.,EL,84.4,0,Orissa,2012,405,565,555,0.6493897148,,,,0.6646,1.3198,-1.7954,-0.4078,-0.4455
420000.0,250k - 500k,25,male,software engineer,1,noida,65.0,cbse,2008,62.0,cbse,1,B.Tech/B.E.,CS,68.0,1,Delhi,2013,335,470,415,0.6000571823,435.0,,,-1.4517,-0.1206,0.4711,2.0475,0.4805
450000.0,250k - 500k,24,male,software engineer,1,gurgaon,79.4,cbse,2009,60.2,cbse,2,B.Tech/B.E.,CS,72.0,0,Punjab,2014,510,570,735,0.8422483223,475.0,,469.0,0.8463,0.3789,-1.8344,-0.7415,0.0973
500000.0,250k - 500k,27,male,management,1,bangalore,87.6,state,2006,81.4,state,1,B.Tech/B.E.,ME,97.3,0,Punjab,2011,675,635,675,0.6541074745,,,,-1.6538,-0.5913,0.2366,-0.1727,0.5024
180000.0,< 250k,25,female,software engineer,2,bangalore,74.0,cbse,2007,84.4,state,2,B.Tech/B.E.,EL,74.49,0,Andhra Pradesh,2011,545,525,615,0.4446177169,435.0,356.0,,-0.1082,-0.5913,-0.9245,0.2973,-0.6035
180000.0,< 250k,25,male,data scientist,1,noida,66.0,cbse,2009,63.4,cbse,2,B.Tech/B.E.,CS,70.7,0,Uttar Pradesh,2013,570,595,530,0.4883479768,405.0,,,0.5591,0.3789,-0.6048,1.4136,-0.0943
120000.0,< 250k,24,male,software engineer,1,bangalore,77.0,state,2009,73.0,state,2,B.Tech/B.E.,EC,78.0,1,West Bengal,2013,475,505,525,0.6493897148,,,376.0,-0.159,0.7119,-0.2974,-0.8682,0.0973
400000.0,250k - 500k,24,male,software engineer,2,pune,91.0,cbse,2008,84.0,cbse,2,B.Tech/B.E.,EC,76.0,1,Delhi,2012,675,415,735,0.9107701642,,433.0,,0.3555,0.8128,-0.6343,-0.4078,0.5419
305000.0,250k - 500k,26,female,software engineer,2,bangalore,74.0,state,2008,76.44,state,2,B.Tech/B.E.,CS,70.0,0,Madhya Pradesh,2012,475,535,530,0.8431237267,515.0,,,1.7081,1.2114,1.3933,0.5262,0.4805
315000.0,250k - 500k,23,female,software engineer,1,bangalore,95.0,state,2009,85.0,state,2,B.Tech/B.E.,EC,67.0,1,Karnataka,2013,535,510,485,0.193768442,375.0,,,0.8463,0.7119,0.01,-2.2627,1.0554
200000.0,< 250k,25,male,software engineer,2,bangalore,64.6,cbse,2008,59.8,cbse,2,B.Tech/B.E.,CS,69.02,1,Karnataka,2013,430,460,415,0.6226429158,455.0,,407.0,-0.8772,-2.1186,0.1637,0.653,-3.3518
335000.0,250k - 500k,26,male,software engineer,1,kolkata,71.5,icse,2007,64.5,icse,2,B.Tech/B.E.,CS,63.42,0,Uttar Pradesh,2013,675,530,560,0.6226429158,435.0,,407.0,0.2718,0.8784,-0.4511,-1.6289,0.6721
275000.0,250k - 500k,23,male,software engineer,1,bangalore,81.14,icse,2010,76.4,cbse,2,B.Tech/B.E.,EC,69.2,0,Uttar Pradesh,2014,595,460,595,0.7833035367,,388.0,,1.1336,0.3789,1.2396,-0.8682,1.0554
240000.0,< 250k,24,male,software engineer,1,bangalore,74.8,state,2008,71.2,state,2,B.Tech/B.E.,EC,81.0,0,West Bengal,2013,555,570,560,0.9107701642,,433.0,,0.99,0.5454,0.7785,-0.995,-0.2859
400000.0,250k - 500k,25,male,software engineer,1,kolkata,90.0,cbse,2008,71.5,state,2,B.Tech/B.E.,EC,76.5,0,Jharkhand,2013,554,695,685,0.03114969191,425.0,,,0.5591,1.2114,0.6248,-2.2627,-0.2859
400000.0,250k - 500k,25,male,software engineer,3,noida,84.6,cbse,2008,80.4,cbse,2,B.Tech/B.E.,CS,72.81,0,Punjab,2012,464,585,515,0.7040904121,465.0,,,-1.1901,-0.5523,-0.4891,-0.5253,-2.1833
315000.0,250k - 500k,23,male,systems engineer,0,pune,91.2,cbse,2010,70.0,cbse,2,B.Tech/B.E.,EC,70.8,1,Karnataka,2014,605,525,370,0.6493897148,,,,1.2772,1.3779,-0.6048,-0.7415,0.4805
360000.0,250k - 500k,23,male,data scientist,1,bangalore,82.0,state,2009,89.0,state,2,B.Tech/B.E.,EC,64.0,0,Andhra Pradesh,2013,535,505,535,0.6493897148,465.0,,315.0,0.7027,1.2114,0.6248,0.1459,0.2889
520000.0,500k - 1M,26,male,data scientist,4,jaipur,72.4,state,2007,73.4,state,2,B.Tech/B.E.,CS,68.25,0,Uttar Pradesh,2011,485,625,655,0.8194165298,505.0,,,-0.2628,-0.1232,0.8171,0.5323,0.0284
375000.0,250k - 500k,23,male,systems engineer,1,bangalore,72.16,state,2008,66.4,state,2,B.Tech/B.E.,EC,69.22,0,Uttar Pradesh,2013,520,435,545,0.02331216824,,166.0,,1.2772,0.0459,0.9322,-1.1218,1.247
290000.0,250k - 500k,27,male,software engineer,3,bangalore,87.04,state,2007,81.66,state,2,B.Tech/B.E.,EC,65.8,0,Karnataka,2011,625,665,405,0.538386893,,333.0,,0.3555,1.2808,0.0914,0.1798,0.8183
60000.0,< 250k,26,male,software engineer,1,bangalore,61.0,state,2007,77.0,state,2,B.Tech/B.E.,CS,66.0,1,Karnataka,2011,464,535,225,0.4508765845,395.0,233.0,,0.0464,0.3448,0.672,0.7673,-0.1295
300000.0,250k - 500k,23,male,software engineer,1,chennai,76.4,cbse,2009,76.0,cbse,2,B.Tech/B.E.,CS,72.0,0,Uttarakhand,2013,485,500,485,0.8431237267,515.0,,,0.2009,1.5538,-0.7068,-0.4078,0.5024
120000.0,< 250k,26,male,software engineer,0,new delhi,67.0,state,2008,66.6,state,2,MCA,CS,71.0,0,Uttar Pradesh,2014,555,495,340,0.7040904121,465.0,,,1.4208,1.5444,0.01,1.0333,0.8637
100000.0,< 250k,24,male,engineer(other),1,gurgaon,78.4,cbse,2009,58.4,cbse,2,B.Tech/B.E.,ME,76.5,0,Orissa,2013,545,535,605,0.986525019,,,,-0.3027,1.5444,0.3174,1.5404,0.8637
400000.0,250k - 500k,24,male,software engineer,1,noida,79.8,cbse,2009,73.8,cbse,2,B.Tech/B.E.,CS,63.59,0,Rajasthan,2013,475,535,620,0.744758354,535.0,,438.0,-1.0208,-0.2871,0.6248,-0.3612,0.8637
500000.0,250k - 500k,26,male,systems engineer,3,noida,62.0,state,2006,75.0,state,2,B.Tech/B.E.,ME,70.0,0,Uttar Pradesh,2011,445,445,615,0.5358628195,,,,-0.5719,0.8128,-0.6343,-0.8778,-0.1295
165000.0,< 250k,25,male,sales,1,hyderabad,75.0,state,2006,88.0,state,2,B.Tech/B.E.,EC,65.0,1,Telangana,2012,395,485,405,0.124502074,,233.0,,-1.0355,-0.5523,0.0552,-0.64277,-0.9194
300000.0,250k - 500k,23,male,project manager,1,chennai,85.4,cbse,2010,76.2,cbse,2,B.Tech/B.E.,EC,83.69,0,Uttar Pradesh,2014,765,620,500,0.6493897148,,356.0,,1.8517,1.0449,0.6248,-1.8824,0.6721
400000.0,250k - 500k,23,male,software engineer,1,bangalore,76.0,state,2010,69.0,state,2,B.Tech/B.E.,CS,67.1,1,Karnataka,2014,485,415,455,0.04099931036,555.0,,223.0,-0.7335,-0.1206,0.3174,0.7798,-0.2859
100000.0,< 250k,25,male,systems engineer,1,bangalore,77.0,cbse,2007,78.0,cbse,2,B.Tech/B.E.,CS,75.03,0,West Bengal,2013,500,545,665,0.8422483223,485.0,,469.0,-1.4517,-0.6201,-1.8344,-0.1076,0.6721
95000.0,< 250k,22,female,software engineer,0,new delhi,71.6,cbse,2011,64.4,cbse,2,B.Tech/B.E.,CS,71.02,0,Haryana,2015,475,520,485,0.4867470084,405.0,,376.0,-1.4517,0.3789,-0.4511,1.9207,0.0973
95000.0,< 250k,24,male,software engineer,1,gurgaon,67.0,state,2009,62.0,state,2,B.Tech/B.E.,CS,69.9,0,Haryana,2013,520,475,265,0.4883479768,405.0,,,-1.4517,-0.7866,-1.2196,2.301,0.2889
530000.0,500k - 1M,27,male,quality assurance,4,bangalore,88.64,state,2006,65.16,state,2,B.Tech/B.E.,CS,74.81,1,Karnataka,2011,465,645,505,0.9014895714,545.0,,,1.4374,1.2808,-0.4891,-1.46537,0.5419
200000.0,< 250k,24,male,data scientist,2,hyderabad,89.0,state,2008,95.0,state,2,B.Tech/B.E.,EC,68.0,1,Telangana,2012,360,450,635,0.3760595867,,300.0,,-0.5332,0.5008,0.3817,0.4442,0.5024
335000.0,250k - 500k,23,female,software engineer,2,bangalore,81.6,state,2009,87.9,state,2,B.Tech/B.E.,EC,77.4,1,Telangana,2013,555,465,605,0.6944793277,375.0,366.0,,1.4208,0.8784,-0.4511,-2.2627,0.0973
330000.0,250k - 500k,22,female,software engineer,1,pune,92.0,state,2010,93.8,state,2,B.Tech/B.E.,CS,84.0,1,Tamil Nadu,2014,545,460,475,0.7935806145,495.0,,,0.99,0.5454,1.3933,-1.2486,0.0973
100000.0,< 250k,25,male,software engineer,2,kolkata,64.0,state,2008,61.0,state,2,B.Tech/B.E.,CS,72.0,0,West Bengal,2012,345,335,275,0.24545566,335.0,,,-0.4173,0.3448,-0.1988,0.17983,-0.0506
180000.0,< 250k,23,male,quality assurance,1,hyderabad,82.0,state,2009,94.6,state,2,B.Tech/B.E.,EC,81.56,0,Andhra Pradesh,2013,525,605,740,0.6493897148,395.0,,,-0.4463,0.3789,1.547,-0.6147,0.2889
275000.0,250k - 500k,23,male,software engineer,1,hyderabad,80.5,state,2010,89.6,state,2,B.Tech/B.E.,CS,70.2,0,Andhra Pradesh,2014,475,395,430,0.9168699611,555.0,,,0.5591,0.0459,0.4711,-1.1218,-0.8608
200000.0,< 250k,26,female,project manager,1,bangalore,87.2,cbse,2008,70.0,state,2,B.Tech/B.E.,EC,62.0,1,Karnataka,2013,520,440,435,0.3387863472,,292.0,407.0,0.2718,1.0449,-0.2974,-1.7556,0.6721
400000.0,250k - 500k,23,male,software engineer,1,bangalore,82.56,state,2010,81.66,state,2,B.Tech/B.E.,EC,73.56,1,Karnataka,2014,520,525,455,0.6557669426,,356.0,,-0.4463,-0.6201,0.1637,1.0333,1.0554
450000.0,250k - 500k,23,female,software engineer,1,bangalore,91.6,icse,2010,90.2,cbse,2,B.Tech/B.E.,CS,74.0,0,Jharkhand,2014,615,610,680,0.9787992926,495.0,,561.0,0.2718,0.8784,-1.6807,1.0333,0.6721
200000.0,< 250k,27,male,software engineer,2,mumbai,77.2,state,2007,72.46,state,2,B.Tech/B.E.,other,62.0,1,Maharashtra,2011,395,365,305,0.3045109137,315.0,,,0.51,0.1888,1.2525,1.3549,0.0284
200000.0,< 250k,23,female,software engineer,1,bangalore,90.01,state,2010,82.83,state,2,B.Tech/B.E.,CS,76.0,1,Karnataka,2014,465,370,450,0.8422483223,445.0,,469.0,1.7081,0.7119,0.3174,-0.995,0.2889
180000.0,< 250k,24,male,software engineer,0,bangalore,63.66,icse,2008,59.0,icse,2,B.Tech/B.E.,EC,71.0,0,Uttarakhand,2013,675,415,500,0.6106119875,,333.0,,-0.7651,1.1248,1.2525,0.3561,0.1864
200000.0,< 250k,27,male,software engineer,1,mumbai,78.4,state,2005,57.8,state,2,MCA,CS,75.89,1,Karnataka,2011,435,394,324,0.6707431514,455.0,,,0.6646,-1.0593,-1.0697,0.8848,0.1864
95000.0,< 250k,25,male,software engineer,0,new delhi,57.0,state,2007,55.0,state,2,MCA,CS,60.0,1,Delhi,2012,395,270,295,0.6493897148,,,,0.8463,1.0449,-1.2196,0.7798,-0.0943
180000.0,< 250k,23,male,software engineer,1,noida,65.17,state,2009,70.2,state,2,B.Tech/B.E.,CS,65.66,0,Uttar Pradesh,2013,335,395,455,0.5259225843,415.0,,,0.1623,-0.4353,0.9623,1.32553,0.1864
450000.0,250k - 500k,24,male,software engineer,1,bangalore,87.0,icse,2009,92.5,icse,2,B.Tech/B.E.,EC,75.64,0,Uttar Pradesh,2014,570,645,870,0.9854613943,415.0,500.0,,0.7027,-0.1206,-0.1437,-2.0092,-1.4356
45000.0,< 250k,25,male,data scientist,1,hyderabad,62.0,state,2009,60.2,state,2,B.Tech/B.E.,EC,70.0,0,Uttar Pradesh,2013,310,495,500,0.6944793277,395.0,366.0,,-1.4517,1.7109,-0.4511,-0.4879,-0.2859
650000.0,500k - 1M,28,male,data scientist,4,bangalore,77.5,state,2005,86.0,state,1,MCA,CS,67.4,0,West Bengal,2011,345,455,435,0.6000571823,435.0,,,0.3836,0.7135,0.0914,0.1477,-1.0458
650000.0,500k - 1M,27,male,management,2,bangalore,88.6,cbse,2006,82.6,cbse,1,B.Tech/B.E.,EC,84.9,0,Orissa,2010,485,585,565,0.6944793277,454.0,366.0,,1.1283,0.3448,0.2366,-0.1727,1.2923
380000.0,250k - 500k,24,male,systems engineer,1,noida,86.4,icse,2009,82.8,icse,2,B.Tech/B.E.,ME,71.74,0,Uttar Pradesh,2013,605,585,750,0.6541074745,,,,0.7027,0.3789,0.3174,-0.8682,-1.6273
500000.0,250k - 500k,30,female,quality assurance,4,bangalore,78.0,state,2004,50.5,state,2,MCA,CS,78.0,1,Karnataka,2011,525,495,465,0.6707431514,455.0,,,0.8192,-0.5913,-0.1988,0.7673,0.5024
180000.0,< 250k,22,male,other,1,other,70.0,state,2010,74.4,state,2,B.Tech/B.E.,CS,67.5,0,Uttar Pradesh,2014,580,545,585,0.744758354,465.0,,438.0,-1.5953,-0.4536,0.01,-0.8682,-0.0943
350000.0,250k - 500k,25,male,software engineer,1,noida,78.0,cbse,2009,72.0,cbse,1,B.Tech/B.E.,CS,71.34,1,Delhi,2014,535,460,620,0.744758354,495.0,,438.0,-0.3027,0.2124,-1.0659,0.2727,0.0973
210000.0,< 250k,23,male,data scientist,1,mumbai,57.0,state,2008,69.6,state,2,B.Tech/B.E.,CS,61.06,0,Uttar Pradesh,2013,510,530,510,0.4867470084,475.0,,376.0,0.8463,0.5454,1.0859,-1.7556,0.8637
385000.0,250k - 500k,26,male,software engineer,3,pune,88.6,state,2006,79.4,state,2,B.Tech/B.E.,EC,69.47,0,Tamil Nadu,2010,385,385,404,0.8246664007,325.0,400.0,,-1.8083,-1.2153,-0.344,-0.2902,-0.9194
515000.0,500k - 1M,28,male,software engineer,4,bangalore,85.0,cbse,2006,63.6,cbse,2,B.Tech/B.E.,CS,64.94,1,Karnataka,2011,555,435,544,0.6359787565,445.0,,,1.1283,1.2808,0.5269,-0.9953,0.5024
560000.0,500k - 1M,27,male,software engineer,5,other,72.4,cbse,2006,73.6,cbse,2,B.Tech/B.E.,CS,71.54,1,Kerala,2010,575,545,505,0.9900087567,655.0,,,-0.7264,0.6568,-0.7794,-0.5253,-2.0253
335000.0,250k - 500k,27,female,software engineer,2,bangalore,91.84,state,2006,78.0,state,2,B.Tech/B.E.,CS,66.11,1,Karnataka,2010,535,565,445,0.8431237267,515.0,,,0.3555,0.6568,0.8171,-1.8179,-0.2875
45000.0,< 250k,24,female,other,1,bangalore,78.0,state,2009,76.0,state,2,B.Tech/B.E.,EC,73.0,1,Telangana,2013,405,400,355,0.538386893,325.0,333.0,,-0.7335,-0.1206,-2.1418,0.9066,-1.0524
300000.0,250k - 500k,24,male,software engineer,1,mumbai,82.6,cbse,2009,76.0,cbse,2,B.Tech/B.E.,CS,69.43,0,Madhya Pradesh,2013,370,385,385,0.7656735812,485.0,,,1.2772,-0.2871,-0.6048,-1.7556,-0.0943
280000.0,250k - 500k,23,female,support,1,chennai,90.3,state,2009,96.8,state,2,B.Tech/B.E.,EC,82.0,0,Andhra Pradesh,2013,475,555,605,0.8957765016,405.0,366.0,,1.8517,1.2114,2.1617,-2.2627,0.4805
300000.0,250k - 500k,24,male,software engineer,1,bangalore,92.0,state,2009,72.0,state,2,B.Tech/B.E.,CS,66.0,1,Karnataka,2013,500,440,500,0.8194165298,505.0,,,-2.457,-0.9531,-0.7585,0.9066,0.0973
300000.0,250k - 500k,24,male,software engineer,2,noida,80.6,cbse,2008,65.2,cbse,2,B.Tech/B.E.,EC,64.34,0,Uttar Pradesh,2013,530,555,695,0.9107701642,375.0,433.0,,0.1282,0.2124,0.01,0.0192,-0.8608
120000.0,< 250k,24,male,systems engineer,0,bangalore,76.0,icse,2009,86.0,icse,2,B.Tech/B.E.,EC,65.78,0,Uttar Pradesh,2013,415,340,500,0.8246664007,325.0,400.0,315.0,0.7027,0.5454,0.9322,0.0192,-1.244
180000.0,< 250k,23,male,engineer(other),1,bangalore,80.2,cbse,2010,69.8,cbse,2,B.Tech/B.E.,EC,69.7,0,Uttar Pradesh,2014,615,570,415,0.6493897148,,,,-1.0208,-0.4536,-0.6048,1.4136,0.2889
180000.0,< 250k,24,male,systems engineer,2,hyderabad,69.0,state,2008,89.2,state,2,B.Tech/B.E.,EC,62.6,0,Andhra Pradesh,2012,325,465,475,0.9107701642,325.0,433.0,,0.0464,0.6568,-0.9245,-0.7897,-0.7615
470000.0,250k - 500k,26,male,systems engineer,3,kolkata,89.0,icse,2007,78.0,cbse,2,B.Tech/B.E.,EC,80.0,0,Orissa,2011,645,535,615,0.9854613943,465.0,500.0,,-0.7264,-1.0593,-0.344,-0.4078,-0.6035
325000.0,250k - 500k,23,male,systems engineer,1,noida,81.8,cbse,2010,81.2,cbse,1,B.Tech/B.E.,EC,74.64,1,Delhi,2014,605,620,665,0.9762925609,555.0,484.0,,0.2718,0.2124,-0.1437,-1.5021,-0.2859
555000.0,500k - 1M,27,male,software engineer,3,hyderabad,92.1,state,2006,93.5,state,2,B.Tech/B.E.,CS,74.3,1,Telangana,2010,385,525,535,0.9522455729,585.0,,,-1.0355,-0.7473,0.0914,0.6498,-0.6035
110000.0,< 250k,28,male,engineer(other),0,other,43.0,state,2004,58.4,state,2,B.Tech/B.E.,EC,57.0,0,Uttar Pradesh,2011,395,375,485,0.2294817549,,266.0,,0.9737,0.6568,0.5269,0.8848,-0.1295
200000.0,< 250k,23,male,other,2,bangalore,83.6,cbse,2008,66.0,cbse,2,B.Tech/B.E.,EC,67.0,0,Uttar Pradesh,2013,380,470,325,0.9913869328,,,,-0.5899,-0.7866,-0.6048,-1.1218,-0.4776
225000.0,< 250k,25,male,management,1,other,81.0,state,2007,77.0,state,2,B.Tech/B.E.,EC,67.0,0,Tamil Nadu,2011,605,510,545,0.6493897148,,,,1.2772,1.2114,2.008,0.0192,0.8637
285000.0,250k - 500k,24,male,quality assurance,2,bangalore,65.23,state,2008,65.33,state,2,B.Tech/B.E.,CS,68.5,0,West Bengal,2012,404,445,445,0.276047228,345.0,,,-3.0448,-1.2153,-1.5051,-0.2902,-0.406
150000.0,< 250k,24,male,data scientist,1,chennai,83.4,icse,2009,67.8,icse,2,B.Tech/B.E.,CS,65.9,0,Uttarakhand,2014,580,555,485,0.7935806145,495.0,,,-2.1698,-1.2861,-0.9122,1.2869,-2.2021
105000.0,< 250k,27,female,software engineer,1,hyderabad,59.0,state,2006,55.0,state,2,B.Tech/B.E.,CS,63.47,0,Andhra Pradesh,2010,335,285,335,0.4138382558,385.0,,,-0.5719,1.4368,1.1074,0.6498,0.1864
325000.0,250k - 500k,23,female,systems engineer,1,pune,84.8,cbse,2009,81.2,cbse,2,B.Tech/B.E.,EC,73.8,0,Uttar Pradesh,2013,425,565,565,0.3760595867,,300.0,,-0.1082,-0.5523,-1.3599,-0.7603,-0.4455
200000.0,< 250k,23,female,software engineer,1,noida,88.8,cbse,2010,69.4,cbse,2,B.Tech/B.E.,EC,75.3,0,Uttar Pradesh,2014,615,495,450,0.7833035367,,388.0,,1.4208,1.2114,1.2396,-1.2486,1.0554
360000.0,250k - 500k,25,female,software engineer,2,chennai,92.8,state,2008,92.4,state,2,B.Tech/B.E.,EC,86.7,0,Tamil Nadu,2012,475,515,515,0.538386893,465.0,333.0,,0.2782,0.3448,-0.344,-0.61337,0.1864
305000.0,250k - 500k,23,male,software engineer,1,noida,79.4,state,2010,90.2,state,1,B.Tech/B.E.,CS,60.2,0,Tamil Nadu,2014,510,570,310,0.6226429158,425.0,,407.0,0.7027,0.5454,-0.6048,0.5262,0.8637
320000.0,250k - 500k,23,male,systems engineer,1,bangalore,92.48,state,2010,72.66,state,2,B.Tech/B.E.,CS,64.8,0,Karnataka,2014,510,510,575,0.9900087567,655.0,,,-1.0208,-1.1196,-1.527,-0.1076,-2.0105
